Index,Name,Year,Location,Citation,ACM Fellow Profile,Google Scholar Profile,Affiliation,Interests
104,Prof. David Z. Pan,2021,USA,"For contributions to electronic design automation, including design for manufacturing and physical design",https://awards.acm.org/award-recipients/pan_4706800,https://scholar.google.com/citations?user=3aLlroEAAAAJ,"Professor, Silicon Labs Endowed Chair, ECE Dept., University of Texas at Austin",Electronic Design Automation Design for Manufacturing VLSI Hardware Machine Learning
105,Prof. Jie Tang,2021,China,For contributions to information and social network mining,https://awards.acm.org/award-recipients/tang_9003592,https://scholar.google.com/citations?user=n1zDCkQAAAAJ,"Professor, Tsinghua University",Artificial Intelligence Social Networks Data Mining Machine Learning Knowledge Graph
106,Prof. Pierangela Samarati,2021,Italy,For contributions to data security and privacy,https://awards.acm.org/award-recipients/samarati_NB36699,https://scholar.google.com/citations?user=nAGXeFkAAAAJ,Universita` degli Studi di Milano,
107,Prof. Rafail Ostrovsky,2021,USA,For contributions to the foundations of cryptography,https://awards.acm.org/award-recipients/ostrovsky_N017384,https://scholar.google.com/citations?user=UvFrX04AAAAJ,Norman E. Friedman Distinguished Professor of Computer Science and Mathematics,Theoretical Computer Science Cryptography Computer Security Complexity Theory Distributed Algorithms
108,Prof. Wenping Wang,2021,USA,For contributions to geometric modeling and computer graphics,https://awards.acm.org/award-recipients/wang_2867478,https://scholar.google.com/citations?user=28shvv0AAAAJ,Texas A&M University,Computer Graphics Geometric Computing
109,Professor Amos Fiat,2021,Israel,"For contributions to cryptography, online algorithms, and algorithmic game theory",https://awards.acm.org/award-recipients/fiat_8021946,,,[]
110,Professor David R Kaeli ,2021,USA,For contributions to computer architecture and compilers,https://awards.acm.org/award-recipients/kaeli_4170395,https://scholar.google.com/citations?user=Mkgn0qcAAAAJ,"Distinguished Professor of ECE, Northeastern University",Computer Architecture Security Compilers Reliability Simulators
111,Ranjit Jhala ,2021,USA,For contributions to software verification,https://awards.acm.org/award-recipients/jhala_0608632,https://scholar.google.com/citations?user=H3wb878AAAAJ,"Professor of Computer Science, UC San Diego",Programming Languages Software Engineering Formal Methods
112,Robert B Ross,2021,USA,For contributions to high-performance computing in storage and parallel I/O,https://awards.acm.org/award-recipients/ross_2879428,https://scholar.google.com/citations?user=hvS9R4wAAAAJ,"Senior Computer Scientist, Mathematics and Computer Science Division, Argonne National …",high-performance computing HPC system software parallel I/O and file systems
113,Robert Kleinberg,2021,USA,For contributions to online learning and decision problems,https://awards.acm.org/award-recipients/kleinberg_3600864,https://scholar.google.com/citations?user=zkvW8FQAAAAJ,"Department of Computer Science, Cornell University",Theory of Computing Algorithms Algorithmic Game Theory and Economics Learning Theory
114,Rosalind Wright Picard Picard,2021,USA,For contributions to physiological signal sensing for individual health and wellbeing,https://awards.acm.org/award-recipients/picard_4794384,,,[]
115,Scott Smolka,2021,USA,"For contributions in process algebra, model checking, and runtime verification",https://awards.acm.org/award-recipients/smolka_1625607,https://scholar.google.com/citations?user=4q-QenMAAAAJ,"Professor of Computer Science, Stony Brook University",Model Checking Runtime Verification Computational Biology
116,Shaz Qadeer,2021,USA,"For contributions to software verification, software testing, and programming languages
",https://awards.acm.org/award-recipients/qadeer_3771219,https://scholar.google.com/citations?user=EqIVfYcAAAAJ,"Research Scientist, Facebook",Program verification programming languages software engineering
117,Shlomo Zilberstein,2021,USA,"For contributions to automated planning, resource-bounded reasoning, and multi-agent systems",https://awards.acm.org/award-recipients/zilberstein_3193232,https://scholar.google.com/citations?user=q_n7d6EAAAAJ,"Professor of Computer Science, University of Massachusetts Amherst",Artificial Intelligence Automated Planning Multiagent Systems Autonomous Agents Bounded Rationality
118,Steve Marschner,2021,USA,For contributions to modeling the appearance of physical materials,https://awards.acm.org/award-recipients/marschner_4315040,https://scholar.google.com/citations?user=llo3F3QAAAAJ,"Professor of Computer Science, Cornell University",Computer Graphics Computer Vision
119,Sunita Sarawagi,2021,India,"For contributions to statistical machine learning for information analysis, extraction, and integration",https://awards.acm.org/award-recipients/sarawagi_7006117,https://scholar.google.com/citations?user=Hg4HmTAAAAAJ,"Indian Institute of Technology Bombay,  Mumbai, India.",
120,Sushil Jajodia,2021,USA,"For contributions to cyber security, data protection, and privacy
",https://awards.acm.org/award-recipients/jajodia_2061893,https://scholar.google.com/citations?user=lOZ1vHIAAAAJ,"University Professor, BDM International Professor, and Director, Center for Secure …",security privacy database databases distributed systems
121,Szymon Rusinkiewicz,2021,USA,"For contributions to acquisition, representation, analysis, rendering, and fabrication of 3D models",https://awards.acm.org/award-recipients/rusinkiewicz_0296210,https://scholar.google.com/citations?user=RaScARwAAAAJ,"Princeton University, Department of Computer Science",Computer Graphics Computational Fabrication Computer Vision Robotics
122,Tajana Rosing,2021,USA,"For contributions to power, thermal, and reliability management",https://awards.acm.org/award-recipients/rosing_7389287,https://scholar.google.com/citations?user=3smyfesAAAAJ,UCSD,embedded & cyber-physical systems computer architecture
123,Tao Xie,2021,China,For contributions to software testing and analytics,https://awards.acm.org/award-recipients/xie_CR80884,https://scholar.google.com/citations?user=JJDcNxEAAAAJ,,X射线散射，X-RAY backscatter X-ray scatter
124,Thomas Lengauer,2021,Germany,For contributions to bioinformatics and medical informatics,https://awards.acm.org/award-recipients/lengauer_1628387,,,[]
125,Thomas Zimmermann ,2021,USA,For contributions to mining software repositories and defect prediction,https://awards.acm.org/award-recipients/zimmermann_UK62792,https://scholar.google.com/citations?user=5zvbpooAAAAJ,"Sr. Principal Researcher at Microsoft Research, Redmond",Software Engineering Empirical Software Engineering Mining Software Repositories Recommender Systems Computer Games
126,Xiaobo Sharon Hu,2021,USA,For contributions to the design of power-constrained and real-time embedded systems,https://awards.acm.org/award-recipients/hu_7254774,https://scholar.google.com/citations?user=tQRvus8AAAAJ,"University of Notre Dame, Department of Computer Science and Engineering",Power and reliability aware system-level … Circuit and architecture design for beyond … Algorithm and hardware
127,Zachary Ives,2021,USA,"For contributions to data integration, sharing, and management for scientific applications",https://awards.acm.org/award-recipients/ives_5059670,https://scholar.google.com/citations?user=2wJaIkEAAAAJ,"Chair & Professor of Computer and Information Science, University of Pennsylvania",Databases data integration distributed systems web data management
128,Zygmunt J. Haas,2021,USA,For contributions to communication and security protocols for ad hoc and sensor networks,https://awards.acm.org/award-recipients/haas_4395034,https://scholar.google.com/citations?user=tk8qFe0AAAAJ,Cornell University,Wireless and Mobile Networks Information Assurance
129,Adam Smith,2020,USA,For contributions to data privacy and cryptography,https://awards.acm.org/award-recipients/smith_9268378,https://scholar.google.com/citations?user=fkGi-JMAAAAJ,"Professor of Computer Science, Boston University",Data privacy cryptography machine learning algorithms information theory
130,Adi Shamir,2020,Israel,For contributions to the field of cryptography,https://awards.acm.org/award-recipients/shamir_2327856,https://scholar.google.com/citations?user=EHLBP20AAAAJ,,
131,Alan Edelman,2020,USA,For contributions to algorithms and languages for numerical and scientific computing,https://awards.acm.org/award-recipients/edelman_6704154,https://scholar.google.com/citations?user=QVBIKh4AAAAJ,"Professor of Applied Mathematics, Member Computer Science AI LABS, MIT",Numerical Computing High Performance Computing Random Matrix Theory Julia
132,Andrea Arpaci-Dusseau,2020,USA,For contributions to storage and computer systems,https://awards.acm.org/award-recipients/arpaci-dusseau_4484671,https://scholar.google.com/citations?user=8VkvOEEAAAAJ,"Professor Computer Science, University of Wisconsin-Madison",Operating Systems File Systems Storage Systems
133,Andrew D. Gordon,2020,United Kingdom,"For contributions to programming languages: their principles, logic, usability, and trustworthiness",https://awards.acm.org/award-recipients/gordon_N026872,https://scholar.google.com/citations?user=mfBjUiIAAAAJ,Microsoft Research and University of Edinburgh,Programming Languages Security Probabilistic Programming Spreadsheets
134,Andrew Tomkins ,2020,USA,For contributions to the understanding of the web and web-based social networks,https://awards.acm.org/award-recipients/tomkins_0483830,https://scholar.google.com/citations?user=-JOkpfQAAAAJ,Google,
135,Antonio Gonzalez,2020,Spain,"For contributions to the design of energy-efficient and resilient computer architectures
",https://awards.acm.org/award-recipients/gonzalez_4199824,https://scholar.google.com/citations?user=d5EXd78AAAAJ,"Programmer Analyst, UC San Diego",Computational Biology New Sequencing Technologies QIIME
136,Arvind Krishnamurthy,2020,USA,"For contributions to networks and distributed computer systems
",https://awards.acm.org/award-recipients/krishnamurthy_8315164,https://scholar.google.com/citations?user=EnCwNycAAAAJ,"Short-Dooley Professor, Univ. of Washington",Distributed Systems Networking Systems
137,Bonnie J Dorr,2020,USA,For human-centered and linguistically inspired approaches to natural language processing,https://awards.acm.org/award-recipients/dorr_6824825,,,[]
138,Brian Levine,2020,USA,"For contributions to network forensics, security, and privacy, and for thwarting crimes against children
",https://awards.acm.org/award-recipients/levine_UJ71277,https://scholar.google.com/citations?user=Q5nMrwkAAAAJ,Rotman Research Institute at Baycrest; University of Toronto,Neuropsychology memory frontal lobes rehabilitation neuroimaging
